Symbol	AK1	AK2	AK3	AK4	AK5	AK6	AK7	AK8	AK9	AK10	AK11	AK12	AK13	AK14	AK15	AK16	AK17	AK18	AK19	AK20
SEZ6L	2	2	8	8	6	0	17	8	0	6	4	8	0	1	24	2	8	6	8	2
SEZ6L2	2	0	5	0	9	6	7	5	5	11	2	2	8	2	8	3	0	4	4	2
SF1	14	8	3	6	2	7	13	24	10	10	16	0	8	8	2	16	2	11	2	4
SF3A1	16	4	9	22	15	7	7	10	30	4	15	13	16	1	9	9	6	12	14	5
SF3A2	4	0	0	0	0	1	0	1	4	0	0	0	0	2	0	0	0	2	0	0
SF3A3	8	6	6	10	1	0	2	0	4	3	3	7	2	6	4	4	10	6	8	6
SF3B1	8	8	6	8	13	10	26	8	10	6	8	16	8	13	16	15	14	2	16	4
SF3B2	20	14	10	18	13	27	10	21	12	17	16	12	4	15	14	31	4	12	6	22
SF3B3	6	2	0	4	2	4	4	1	2	4	0	10	6	0	9	6	4	2	2	10
SF3B4	0	0	0	2	2	0	0	0	0	0	4	2	0	0	0	2	0	0	0	0
SF3B5	0	0	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	1	0
SF3B6	3	0	0	0	0	0	2	2	4	0	4	8	0	0	4	2	2	4	8	1
SFI1	13	14	2	6	11	9	19	4	5	22	6	10	7	4	20	11	12	5	9	14
SFMBT1	2	0	2	5	7	2	1	0	0	3	2	9	3	1	1	8	2	0	2	1
SFMBT2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	4	0	4
SFN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFPQ	9	3	14	7	7	0	2	9	0	3	4	6	11	2	16	20	5	1	1	19
SFR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFRP1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	8	0	0	0
SFRP2	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
SFRP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFRP5	2	0	0	2	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0
SFSWAP	2	0	0	0	4	0	0	4	0	0	2	0	1	1	6	4	0	2	4	2
SFT2D1	0	0	2	0	0	0	0	1	0	0	0	1	0	1	0	0	0	2	0	0
SFT2D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2
SFT2D3	24	2	3	11	14	8	6	2	19	10	14	3	3	6	4	6	0	5	5	8
SFTA1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFTA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFTA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFTPA1	0	0	0	2	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0
SFTPA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFTPB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
SFTPC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFTPD	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	2	3
SFXN1	0	0	0	0	0	2	2	0	0	0	2	2	2	2	2	4	0	0	1	0
SFXN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFXN3	0	0	0	1	2	1	1	2	0	0	1	0	0	8	0	0	0	0	2	2
SFXN4	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0
SFXN5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCA	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
SGCB	9	6	0	0	5	0	4	4	4	4	4	4	0	0	10	0	2	2	0	12
SGCD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGCE	2	0	8	0	6	0	0	0	0	2	2	0	6	0	2	0	0	0	1	1
SGCG	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SGCZ	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0
SGIP1	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
SGK1	0	0	0	6	0	0	0	4	0	0	2	0	2	1	0	0	0	1	0	0
SGK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGK223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGK3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SGK494	2	0	0	1	0	0	0	0	1	1	1	0	0	0	0	2	0	0	0	0
SGMS1	2	4	0	6	0	0	2	0	2	2	2	2	2	0	0	4	4	2	6	2
SGMS2	19	20	34	9	23	26	24	31	25	49	23	12	9	23	21	7	18	25	20	31
SGOL1	2	23	23	20	36	8	16	38	21	12	16	14	47	2	7	13	4	20	6	9
SGOL1-AS1	1	2	1	6	0	2	4	1	2	1	0	0	1	1	1	0	0	7	3	1
SGOL2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SGPL1	2	0	8	2	2	10	3	8	3	10	2	0	4	0	0	10	0	0	2	12
SGPP1	2	0	0	4	2	0	0	0	4	0	0	12	2	0	2	2	6	0	2	0
SGPP2	0	0	0	0	0	2	0	2	0	2	0	3	2	2	1	2	0	0	1	2
SGSH	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
SGSM1	2	0	0	0	0	0	0	2	0	1	0	0	0	3	3	2	0	0	0	2
SGSM2	0	0	0	0	3	0	4	3	0	3	2	0	8	0	1	4	0	0	1	8
SGSM3	14	0	0	4	7	9	6	0	7	2	8	3	6	2	3	11	2	0	4	10
SGTA	1	0	0	0	2	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0
SGTB	10	14	13	14	17	10	16	21	5	18	17	20	25	27	29	4	26	20	26	33
SH2B1	0	0	2	0	0	0	4	0	1	0	0	0	0	0	14	0	0	0	0	0
SH2B2	0	0	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	1
SH2B3	2	2	2	0	7	0	0	5	0	1	2	0	6	3	0	3	0	0	0	0
SH2D1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH2D1B	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SH2D2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH2D3A	8	2	0	1	4	4	0	5	3	7	10	0	1	4	0	4	4	0	2	2
SH2D3C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH2D4A	0	2	0	0	0	2	2	0	2	0	0	4	0	0	0	6	0	0	0	0
SH2D4B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH2D5	0	0	0	0	0	0	3	0	0	3	0	0	0	1	0	2	0	1	0	1
SH2D6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH2D7	3	0	2	2	7	0	4	0	2	0	1	1	0	6	2	3	2	1	0	4
SH3BGR	0	4	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0
SH3BGRL	2	10	6	5	1	6	9	6	7	13	5	8	0	5	2	6	6	11	10	8
SH3BGRL2	5	7	4	5	6	4	11	7	8	2	2	8	4	2	6	5	7	6	4	4
SH3BGRL3	0	0	0	2	1	5	2	0	4	0	2	2	0	2	0	5	0	0	0	0
SH3BP1	8	2	1	0	1	0	0	3	1	0	1	0	1	1	0	0	2	0	1	0
SH3BP2	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	1	0
SH3BP4	8	0	0	0	2	4	2	0	4	2	6	0	0	0	2	3	0	3	3	3
SH3BP5	14	6	10	13	17	10	3	26	11	22	11	5	21	4	15	2	4	20	15	51
SH3BP5-AS1	163	268	379	296	293	161	347	338	214	288	135	316	240	218	214	82	266	202	103	154
SH3BP5L	0	0	0	3	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0
SH3D19	2	2	2	2	4	2	7	3	15	4	11	11	0	0	2	2	11	4	5	3
SH3D21	0	0	2	1	2	0	1	0	2	0	2	2	0	0	0	1	0	0	0	0
SH3GL1	19	6	11	19	26	18	3	15	10	8	19	3	17	9	20	28	9	17	13	10
SH3GL1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3GL1P2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SH3GL2	2	2	0	3	0	0	6	6	2	2	2	2	4	2	2	8	2	0	6	6
SH3GL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3GLB1	10	8	8	4	0	11	15	6	3	6	10	12	6	12	9	17	8	6	17	17
SH3GLB2	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0
SH3KBP1	0	2	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2
SH3PXD2A	239	148	374	187	316	285	187	527	230	332	179	80	359	102	121	157	57	229	56	154
SH3PXD2A-AS1	1	2	4	0	1	0	1	0	0	0	4	0	0	0	8	0	0	0	0	0
SH3PXD2B	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
SH3RF1	2	4	2	0	6	6	8	2	2	2	0	0	6	2	2	6	4	0	0	0
SH3RF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3RF3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0
SH3RF3-AS1	9	0	7	17	9	8	3	3	15	1	9	7	14	2	1	8	5	2	4	5
SH3TC1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	2	0
SH3TC2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3YL1	4	5	0	2	6	3	4	4	4	0	0	4	0	11	7	5	2	2	3	2
SHANK1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SHANK2	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SHANK2-AS1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SHANK2-AS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHANK3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	2	0	0
SHARPIN	3	2	2	2	5	6	4	0	4	3	7	3	0	3	0	2	0	0	4	2
SHB	4	0	0	8	0	6	2	3	4	0	0	3	4	0	0	8	4	0	0	0
SHBG	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SHC1	20	16	14	22	17	26	19	8	2	26	13	11	19	20	36	8	15	14	7	20
SHC2	0	0	1	0	0	0	0	0	2	2	0	0	1	2	0	1	0	2	0	0
SHC3	0	10	0	10	10	1	1	5	5	0	1	13	15	11	11	0	15	7	1	2
SHC4	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHCBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHCBP1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHE	0	7	1	0	0	2	0	0	0	2	0	0	2	0	1	3	0	2	0	2
SHF	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
SHFM1	27	10	11	18	10	37	34	9	12	6	25	25	14	28	21	25	16	21	25	26
SHH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHISA2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHISA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHISA4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
SHISA5	1	0	2	0	0	0	2	8	2	0	0	2	7	8	13	4	0	12	4	6
SHISA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
SHISA7	0	0	8	0	2	0	2	2	2	2	0	1	5	2	0	0	0	1	0	0
SHISA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHISA9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHKBP1	6	2	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0	0	0
SHMT1	27	29	44	28	38	32	34	38	37	20	29	36	29	43	49	26	15	58	18	38
SHMT2	3	16	3	7	8	2	9	2	4	6	3	19	3	17	9	6	7	5	5	5
SHOC2	4	12	4	3	0	0	8	2	6	4	4	2	2	0	8	0	0	0	2	2
SHOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHOX2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SHPK	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
SHPRH	24	23	31	15	37	20	46	35	28	78	22	18	28	20	29	26	42	21	27	30
SHQ1	0	4	0	2	2	0	2	2	0	4	0	2	0	0	0	2	0	0	4	2
SHROOM1	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	2	0	0	4
SHROOM2	0	2	0	0	0	0	0	2	2	6	0	0	0	0	1	2	0	0	0	0
SHROOM3	4	0	2	4	0	4	2	4	1	0	8	8	3	0	0	4	0	2	4	4
SHROOM4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIAE	53	34	57	75	92	66	39	46	67	66	93	46	42	79	74	55	75	42	137	105
SIAH1	27	15	53	24	50	42	22	40	27	88	40	22	47	42	70	36	13	48	23	75
SIAH2	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SIAH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIDT1	5	1	2	3	2	2	2	7	5	0	0	1	0	0	3	1	3	8	0	4
SIDT2	8	0	1	0	1	5	4	1	4	8	8	0	1	8	0	2	0	14	8	0
SIGIRR	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC15	0	0	0	0	0	0	2	3	0	0	0	2	0	0	0	0	0	0	0	0
SIGLEC16	5	2	3	0	5	3	0	2	4	1	2	6	0	1	1	1	1	9	0	2
SIGLEC17P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLEC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGLECL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIGMAR1	0	0	0	0	4	0	0	0	2	1	0	4	0	0	0	0	0	0	0	2
SIK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
SIK2	43	24	47	24	37	60	20	41	25	48	24	7	34	22	37	23	9	29	22	39
SIK3	0	1	4	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	2
SIKE1	2	1	4	8	6	4	4	2	6	4	0	10	0	3	1	0	0	0	6	2
SIL1	14	16	0	15	18	6	8	6	12	14	2	26	6	26	26	25	4	11	21	27
SIM1	2	0	0	0	4	0	0	0	0	0	0	2	0	0	0	4	0	0	2	0
SIM2	9	5	18	5	12	6	10	16	12	15	19	9	11	3	14	11	4	21	3	22
SIMC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIN3A	10	22	19	25	27	23	25	33	30	43	27	25	14	22	69	22	14	30	30	64
SIN3B	6	0	2	0	0	4	0	0	0	0	0	0	4	0	0	2	0	1	0	0
SIPA1	4	5	0	1	0	3	2	2	0	0	0	2	2	8	1	2	3	2	0	13
SIPA1L1	0	0	2	2	4	4	2	4	2	3	4	4	0	4	3	9	4	1	2	4
SIPA1L2	2	0	2	4	2	0	0	0	2	0	0	5	4	0	0	0	0	6	6	8
SIPA1L3	0	0	1	6	6	3	2	11	4	16	0	4	2	2	1	0	2	1	1	2
SIRPA	0	0	4	1	5	3	1	0	0	0	0	2	1	1	0	3	2	5	2	0
SIRPB1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIRPB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIRPD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIRPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIRT1	2	2	14	9	0	0	1	6	0	2	0	2	5	4	4	2	2	9	2	2
SIRT2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIRT3	61	67	66	70	57	60	59	46	56	67	66	49	45	61	63	43	50	69	46	71
SIRT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIRT5	10	26	14	19	15	8	15	27	19	33	2	10	4	20	24	0	18	13	5	16
SIRT6	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	2	0
SIRT7	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0
SIT1	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0
SIVA1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIX1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SIX2	0	2	2	0	2	0	0	0	0	7	0	6	0	0	0	2	1	2	0	0
SIX3	0	7	6	0	4	2	21	4	6	9	0	13	6	0	1	3	10	3	1	2
SIX3-AS1	14	36	43	7	13	25	102	94	32	52	20	49	76	4	26	31	68	113	10	65
SIX4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SIX5	3	0	0	1	1	0	7	2	5	1	6	1	1	9	6	4	0	1	2	2
SIX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKA2	0	10	0	0	0	0	4	4	0	0	2	0	4	1	0	8	0	6	2	4
SKA3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SKAP1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SKAP2	1	0	2	0	4	2	4	2	4	0	2	6	2	2	2	4	2	4	0	2
SKI	6	2	0	0	6	0	0	0	4	0	0	0	0	0	0	4	0	0	2	2
SKIDA1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SKIL	11	2	4	16	6	2	0	4	4	0	2	6	2	10	4	6	0	0	2	5
SKINTL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKIV2L	67	78	56	58	59	64	95	44	57	71	44	74	35	61	87	32	66	59	86	65
SKIV2L2	223	213	217	214	157	264	292	201	309	171	145	153	169	226	131	132	200	178	168	120
SKOR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKOR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKP1	24	17	4	22	26	11	25	18	15	19	8	22	17	13	20	19	13	13	36	16
SKP1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SLA2	5	8	7	9	13	5	15	11	14	5	12	11	4	29	11	5	15	19	27	10
SLAIN1	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
SLAIN2	0	6	0	6	11	0	4	4	0	1	3	12	1	0	2	4	4	4	3	0
SLAMF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLAMF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLAMF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLAMF8	13	16	21	18	34	10	17	17	42	41	3	12	10	27	23	0	9	10	15	26
SLAMF9	2	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0
SLBP	4	4	6	0	3	4	6	4	4	2	0	4	2	0	6	8	2	2	0	6
SLC10A1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1
SLC10A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC10A3	2	0	0	1	1	0	0	0	1	0	0	0	4	0	0	0	0	0	0	1
SLC10A4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SLC10A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC10A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC10A7	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SLC11A1	4	0	2	2	3	1	2	0	0	4	2	3	1	5	3	1	2	0	5	14
SLC11A2	2	4	0	0	0	0	4	4	0	0	0	10	2	0	0	2	3	0	0	4
SLC12A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC12A2	12	2	4	2	4	11	4	2	8	0	8	4	0	7	0	0	6	0	0	0
SLC12A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC12A4	8	0	6	3	1	12	1	5	4	12	1	2	4	1	4	1	0	5	3	4
SLC12A5	1	4	20	4	22	1	5	10	8	15	10	14	15	13	8	4	5	8	7	10
SLC12A6	286	308	234	207	297	240	343	207	230	321	195	277	146	273	288	167	300	218	344	279
SLC12A7	2	4	2	2	0	4	10	2	2	6	4	1	2	1	2	3	2	1	8	12
SLC12A8	1	0	0	4	0	0	0	4	5	0	0	1	0	2	0	1	0	2	0	0
SLC12A9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC13A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC13A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC13A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC13A4	19	3	5	34	18	8	21	5	13	12	10	7	3	27	9	1	11	5	24	14
SLC13A5	8	5	13	7	2	1	2	13	3	6	1	2	7	3	1	2	0	8	3	5
SLC14A1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC14A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC15A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC15A2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC15A3	93	62	69	81	71	50	41	66	52	75	91	69	86	139	121	58	46	90	63	53
SLC15A4	4	0	0	0	0	2	0	0	0	0	2	0	4	1	0	0	0	2	0	1
SLC15A5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SLC16A1	0	1	2	6	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
SLC16A1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC16A10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SLC16A11	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC16A12	0	2	3	2	0	0	0	2	0	4	0	2	3	0	2	0	0	2	2	0
SLC16A13	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0
SLC16A14	0	0	1	0	0	0	0	0	2	1	0	0	1	1	0	0	0	1	0	2
SLC16A2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
SLC16A3	3	2	2	1	0	5	3	2	1	4	6	0	4	2	2	8	1	2	3	0
SLC16A4	2	0	0	0	1	2	0	0	0	3	2	0	0	0	1	0	0	0	0	1
SLC16A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC16A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
SLC16A7	0	0	4	2	0	2	2	0	6	2	0	0	4	0	0	0	4	0	0	0
SLC16A8	0	0	0	0	2	0	0	0	1	0	0	1	1	2	0	1	0	1	0	0
SLC16A9	0	0	0	0	0	0	3	2	2	0	0	2	0	0	0	0	0	0	0	0
SLC17A1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A4	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SLC17A5	0	0	2	0	0	0	12	4	0	0	0	2	0	0	2	0	2	0	0	1
SLC17A6	1	1	0	0	0	0	1	0	0	0	0	4	6	0	6	0	0	0	5	0
SLC17A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
SLC17A8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A9	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
SLC18A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC18A2	464	382	651	595	478	584	563	701	766	567	493	484	750	626	572	417	421	758	363	462
SLC18A3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SLC18B1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0
SLC19A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC19A2	3	2	0	2	0	0	0	0	0	2	2	0	2	2	0	0	0	0	0	2
SLC19A3	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SLC1A1	2	3	0	6	2	0	0	0	0	0	4	0	8	1	0	5	0	1	1	0
SLC1A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
SLC1A3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
SLC1A4	5	2	1	7	0	2	3	8	1	10	0	0	7	2	2	0	4	4	4	8
SLC1A5	4	1	3	4	2	5	2	5	5	0	7	8	6	11	6	13	0	3	4	3
SLC1A6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
